ID;SEXO;EDAD;GRADO_INSTRUCCION;GRADO_OCUPACIONAL;TIPO_CARGO;AÑOS_TRABAJANDO;GERENCIA;AREA;CREDIBILIDAD;RESPETO;IMPARCIALIDAD;ORGULLO;CAMARADERIA;GENERAL;CALIFICACION;SUGERENCIA;TARGET
267;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Cajera;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.3125;3.433333333;3.083333333;3.5;3.3;3.5;Ciertas capacitaciones  y eventos que ultimamente están haciendo por sus trabajadores, los cursos que se están brindando y ciertos beneficios.;No indica;NEUTRO
268;Femenino;de 39 a 45 años;Secundaria o menor;Auxiliar Cajera;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.90625;3.866666667;3.708333333;4.333333333;3.9;5;Sí, porque es puntual en sus pagos y cuando estás con problemas muy fuertes te apoyan.;La seguridad de los trabajadores cuando salimos de madrugada poniendo movilidad para diferentes áreas.;PROMOTOR
269;Femenino;de 23 a 30 años;Secundaria o menor;Auxiliar Cajera;Trabajador;menos de 1 año;Gerencia de Operaciones;Bóveda;4.6875;4.533333333;4.666666667;4.777777778;4.8;4.5;No indica;No indica;PROMOTOR
270;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Cajera;Trabajador;menos de 1 año;Gerencia de Operaciones;Bóveda;4.25;3.966666667;4.041666667;4.333333333;4;4.5;El buen ambiente y uno que otro beneficio.;Ayudarse más entre áreas. Algunos jefes no dan el ejemplo y son muy déspotas.;PROMOTOR
271;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Cajera;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.71875;3.033333333;3.458333333;4.555555556;4.3;5;Horarios rotativos, disponibilidad de vacaciones partidas, gym, eventos especiales.;Ascender al personal antiguo ya sea en la misma área u otra, sin necesidad de poner tantas trabas o requisitos o aumentarles el sueldo por antigüedad.;PROMOTOR
272;Femenino;de 31 a 38 años;Universitaria incompleta;Auxiliar Cajera;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;2.90625;3.5;3.5;3;3.2;3;No indica;Aire acondicionado bajarlo a un lugar específico para los fundadores subir el precio de la movilidad;NEUTRO
273;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Cajera;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.96875;3.866666667;4;4.055555556;4.2;4.5;Bueno el trato ha mejorado bastante hacia el personal y los pagos son puntuales.;Que se preocupen y tengan seguridad en sus trabajadores que salen en las madrugadas o poner una movilidad para más seguridad.;PROMOTOR
274;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Cajera;Trabajador;menos de 1 año;Gerencia de Operaciones;Bóveda;4.65625;4.633333333;4.5;4.5;4.2;4.5;No indica;Que exista más compañerismo y que los jefes de otras áreas distinta a la mía aprendan a saludar o por lo menos a contestar el saludo eso ayudaría a tener un buen clima laboral.;PROMOTOR
275;Femenino;22 años o menos;Instituto superior o técnico incompleto;Auxiliar Cajera;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Bóveda;3.8125;3.9;4.041666667;4.111111111;4.05;4;No indica;No indica;NEUTRO
276;Femenino;de 23 a 30 años;Universitaria completa;Auxiliar Cajera;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Bóveda;4.09375;4.1;3.791666667;4;4.1;4.5;Los diferentes eventos que realiza la empresa para los colaboradores la hacen única y se ve que piensan en nosotros.;Valorar el tiempo de trabajo de varios colaboradores que buscan un momento para aprender.;PROMOTOR
277;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Bóveda;2.40625;2.533333333;2.625;2.666666667;2.55;2.5;No indica;No indica;DETRACTOR
278;Masculino;de 39 a 45 años;Universitaria completa;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.28125;3.8;3.625;3.777777778;3.65;5;No indica;No indica;NEUTRO
279;Femenino;de 31 a 38 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.6875;4;4.208333333;3.777777778;4.15;4;No indica;No indica;NEUTRO
280;Masculino;de 39 a 45 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Operaciones;Bóveda;4;4.133333333;3.875;4.277777778;4.35;5;Su calidez con los clientes y empleados.;Que se dicten cursos de inglés, ya que es frecuente la visita de extranjeros.;PROMOTOR
281;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.625;3.9;3.583333333;4;3.7;4;No indica;No indica;NEUTRO
282;Masculino;de 31 a 38 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Operaciones;Bóveda;3.6875;3.3;3.375;3.833333333;3.9;3.5;No indica;No indica;NEUTRO
283;Femenino;de 31 a 38 años;Universitaria incompleta;Asistente Analista;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Bóveda;3.3125;3.366666667;3.125;3.777777778;3.75;4;Excelente infraestructura, la renovación con el área de RRHH ha sido bien tomada por nosotros.;Incentivar la comunicación entre áreas. Homologar sueldos de asistentes de bóveda ya que todos cumplimos las mismas labores.;NEUTRO
284;Masculino;de 46 años o más;Universitaria incompleta;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 1 a 3 años;Gerencia de Operaciones;Bóveda;4.21875;4.2;4.416666667;4.055555556;4.75;4;No indica;No indica;PROMOTOR
285;Masculino;de 46 años o más;Universitaria completa;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;Bóveda;4.65625;4.7;4.5;4.166666667;4.45;5;Su espíritu y lo que todos le imprimimos.;Bajar la presión y ordenar un poco mejor. Establecer tiempor para cada tema.;PROMOTOR
286;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Mozo (A&B);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.03125;4.1;4.375;4.611111111;4.6;5;Preocupación por sus trabajadores incentivando a que crescan profesionalmente y no solo sus trabajadores sino personas cercanas.;No indica;PROMOTOR
287;Femenino;de 23 a 30 años;Universitaria completa;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.375;3.6;3.666666667;3.722222222;3.85;4;Los reconocimientos económicos que no lo da otro casino. Además se demuestra un compromiso con los colaboradores que lo conforman ya que la mayoría tiene mucho tiempo acá.;Prestar servicio de movilidad al personal que sale de trabajar a partir de las 00:00. La comida debe ser gratis.;NEUTRO
288;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.0625;3.866666667;4;4.222222222;4.05;4;Siempre están apoyando a todo su personal en lo posible.;Más apoyo para poder crecer profesionalmente dentro de la empresa, sin tener tal vez una carrera universitaria.;PROMOTOR
289;Masculino;22 años o menos;Secundaria o menor;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.59375;4.2;4.416666667;4.611111111;4.9;4.5;Sí, la convivencia diaria con los demás hace un buen clima laboral frecuentemente.;Yo creo que como empresa vamos muy bien y lo esencial sería tratar de brindar algunas veces un mejor trato entre nosotros mismos.;PROMOTOR
290;Femenino;22 años o menos;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.125;3.633333333;4.583333333;3.777777778;4.45;4;El sentimiento de familia y unión.;Haría planes de reciclaje para contribuir con la sociedad y la basura de SAC sería reutilizado.;PROMOTOR
291;Masculino;22 años o menos;Instituto superior o técnico completo;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);3.25;3.7;3.958333333;3.666666667;4.35;3;No indica;En el área de bar debe haber un cambio para tener todo equipado (las cosas en labarra), para no estar nosotros saliendo a buscar a otras barras y asi dar un buen trabajo.;NEUTRO
292;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.125;3.6;3.5;4.333333333;4.3;5;No indica;No indica;PROMOTOR
293;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.8125;3.533333333;3.625;3.722222222;3.95;5;Las instalaciones son hermosas, seguras, los productos son de primera calidad, el trato es muy agradable, las áreas bien distribuidad y organizadas.;Que se nos brinde charlas para saber abordar a un cliente, cómo dejar los pedidos, charlas de maquillaje. Que los favoritismos se acaben porque los antiguos (mozos y azafatas) se sienten los sabelotodos y comunican de manera manipulada las cosas y los jefes (supervisores) ni preguntan y toman acciones que incomodan.;PROMOTOR
294;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.9375;4.166666667;4.375;4.388888889;4.3;4;Sí, todos nos sentimos en familia.;Me gustaría que implementen servicio de movilidad para el personal, sobretodo los turnos tarde-noche. Creo yo que llegaríamos más seguros a nuestras casas.;PROMOTOR
295;Femenino;de 23 a 30 años;Secundaria o menor;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);5;4.066666667;5;4.444444444;5;5;Sí, porque es una empresa sólida, elegante, segura, etc. Es el mejor lugar para trabajar donde trabajar, tenemos muchos beneficios como trabajadores. Me siento orgullosa de pertenecer a esta gran empresa.;Nada, no cambiaría nada. Todo lo que tiene como empresa es de lo mejor y sobre todo mucha seguridad para sus trabajadores en todos los aspectos.;PROMOTOR
296;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.875;3.966666667;4.208333333;4;3.75;4.5;El ambiente de trabajo es bueno, las oportunidades que están comenzando a dar al perosnal para poder estudiar.;Que el pago del personal sea reconocido, se ve más afluencia de gente. Que nos puedan dar horarios para estudiar y trabajar en mi área que hay más comunicación con nuestra jefatura.;PROMOTOR
297;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.15625;4.066666667;3.916666667;4.555555556;4.45;5;El ambiente es acogedor y la idea del gym fue lo mejor. Es grato decir que se cuenta con un ambiente así en tu centro de trabajo.;"Organizar ""full day"" con cupos donde todos puedan acceder a ellos. Salir de la rutina una que otra vez y compartir en grupo fuera de la empresa. Que se inscriban los que puedan asistir, esto incluye no solo el área que descansa fines de semana, todos se pueden acoplar :) Talvez no todos en un solo día pero sé que se pueden ingeniar.";PROMOTOR
298;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 4 a 6 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.34375;3.366666667;3.375;3.722222222;3.5;4;No indica;No indica;NEUTRO
299;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);4.125;3.8;3.5;3.888888889;4.15;5;Una empresa grande y seria.;Más reconocimiento a las personas con tantos años en la empresa.;PROMOTOR
300;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);4.53125;4.266666667;3.75;3.666666667;4.3;4.5;Es una gran empresa muy reconocida y con beneficios, mas creo que no lo demuestran en el salario, al menos deberían aumentar el bono o las utilidades.;Las capacitaciones de promociones deben ser dentro de las 8 horas, no pueden obligarte a participar fuera de tu jornada de trabajo.;PROMOTOR
301;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);4.75;4.066666667;4.083333333;3.444444444;4.65;3.5;No indica;No indica;PROMOTOR
302;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 4 a 6 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.8125;4.166666667;3.708333333;4.111111111;4.05;4;La empresa en este año ha cambiado, ahora le da importancia a sus trabajadores, se están cambiando muchas barreras que antes existían. Sigan así.;Esta es una empresa que la mayoría de veces se trabaja con presión y la mayoría de veces en turnos de noche. Hagan más actividades y que no sean una vez al año. Que sigan esa comunicación que se hace ahora de jefe a trabajadores.;NEUTRO
303;Femenino;de 23 a 30 años;Secundaria o menor;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Atención al Cliente (SAC);2.34375;2.633333333;2.083333333;3.777777778;3.45;4.5;No indica;Ser escucha sin tener temor a represalias.;NEUTRO
304;Femenino;22 años o menos;Instituto superior o técnico completo;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;menos de 1 año;Gerencia de Operaciones;Atención al Cliente (SAC);3.21875;3.066666667;3.208333333;3.277777778;3;3;Sus grandes instalaciones y algunos beneficios.;Saber contratar a su personal, que conoscan que ser amable no es igual que ir coqueteando por propinas y malaso!;NEUTRO
305;Femenino;de 31 a 38 años;Universitaria incompleta;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Atención al Cliente (SAC);4.3125;4.033333333;4.208333333;4.388888889;4.5;4;Siempre pendiente en nunca fallar como empresa responsable en nuestros pagos y mantener a su personal perenne.;Solo que haya más comunicación y que todos entiendan que vamos por un mismo fin.;PROMOTOR
306;Femenino;22 años o menos;Universitaria incompleta;Auxiliar Azafata / Mozo (Atención al Cliente);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Atención al Cliente (SAC);3.53125;3.366666667;2.708333333;3.555555556;3.85;4;Los beneficios que ofrece la empresa hace que sea buen lugar para trabajar, solo los beneficios.;Que no haya racismo, que roten a todas por igual siempre hay un grupo de azafatas que están $ por pateras. Que las cosas sean justas y dejen de lado a las chicas que tienen años y las jefas que las cambien por hipócritas.;NEUTRO
